land_area_acres,soil_type,soil_ph,water_source,irrigation_availability,season,investment_budget,resource_intensity,previous_crop,current_crop,soil_health_score,recommended_crop,match_percentage
4,Sandy,7.5,Rainfed,Limited,Rabi,Low,High Input,Wheat,Millet,62,Sunflower,98
3,Sandy,6.1,Borewell,Limited,Kharif,High,Low Input,Millet,Groundnut,89,Millet,98
6,Clay,5.9,Rainfed,Available,Summer,High,High Input,Groundnut,Wheat,69,Green Gram (Moong),96
10,Clay,6.5,Canal,Limited,Summer,High,High Input,Rice,Cotton,75,Green Gram (Moong),98
4,Sandy,7.2,Rainfed,Limited,Summer,Low,High Input,Maize,Rice,58,Sunflower,98
1,Clay,6.8,Rainfed,Available,Summer,Medium,High Input,Millet,Rice,81,Green Gram (Moong),98
2,Loamy,7.1,Rainfed,Limited,Rabi,Medium,Fertilizer Usage,Maize,Millet,69,Mustard,98
9,Loamy,5.6,Canal,Limited,Kharif,High,Fertilizer Usage,Wheat,Maize,60,Groundnut,98
5,Sandy,6.5,Canal,Available,Rabi,Medium,High Input,Maize,Cotton,86,Millet,98
5,Sandy,5.6,Rainfed,Limited,Rabi,Low,High Input,Groundnut,Millet,60,Millet,98
5,Clay,7.0,Borewell,Available,Kharif,Low,Low Input,Cotton,Wheat,94,Cotton,98
5,Clay,6.1,Canal,Available,Summer,Medium,Low Input,Groundnut,Wheat,86,Basmati Rice,98
10,Loamy,6.8,Rainfed,Available,Kharif,Low,High Input,Wheat,Millet,76,Green Gram (Moong),98
2,Loamy,7.3,Canal,Limited,Rabi,Low,Low Input,Groundnut,Millet,73,Green Gram (Moong),98
5,Sandy,6.6,Borewell,Limited,Rabi,Medium,High Input,Wheat,Cotton,81,Millet,98
1,Clay,6.2,Canal,Available,Kharif,High,High Input,Wheat,Wheat,76,Basmati Rice,98
10,Sandy,5.8,Borewell,Limited,Kharif,Medium,Low Input,Cotton,Maize,57,Millet,98
1,Clay,6.7,Borewell,Available,Kharif,Low,Fertilizer Usage,Groundnut,Wheat,93,Cotton,98
4,Clay,6.9,Rainfed,Limited,Summer,High,Low Input,Cotton,Maize,89,Green Gram (Moong),97
9,Clay,5.9,Borewell,Limited,Summer,Medium,High Input,Cotton,Rice,68,Cotton,98
10,Sandy,5.8,Borewell,Limited,Summer,Medium,High Input,Rice,Cotton,71,Green Gram (Moong),98
4,Sandy,6.4,Canal,Available,Summer,High,Low Input,Maize,Groundnut,88,Millet,98
8,Clay,6.8,Canal,Available,Summer,Low,Fertilizer Usage,Rice,Wheat,77,Basmati Rice,98
9,Loamy,5.5,Borewell,Limited,Summer,Low,Fertilizer Usage,Wheat,Millet,62,Sunflower,98
6,Sandy,7.4,Rainfed,Available,Rabi,High,Fertilizer Usage,Groundnut,Millet,65,Mustard,98
1,Loamy,6.6,Canal,Limited,Kharif,Medium,Low Input,Rice,Cotton,81,Millet,98
10,Loamy,6.1,Canal,Limited,Kharif,Medium,High Input,Millet,Millet,83,Cotton,98
9,Loamy,6.8,Borewell,Available,Kharif,High,High Input,Groundnut,Millet,88,Basmati Rice,98
9,Loamy,7.0,Canal,Available,Rabi,Low,High Input,Cotton,Maize,88,Mustard,98
8,Sandy,7.0,Rainfed,Available,Rabi,Medium,Low Input,Rice,Millet,93,Millet,98
9,Loamy,7.3,Rainfed,Limited,Summer,High,Fertilizer Usage,Rice,Millet,66,Green Gram (Moong),98
1,Sandy,7.5,Rainfed,Limited,Summer,Medium,High Input,Rice,Millet,69,Green Gram (Moong),98
2,Clay,5.8,Rainfed,Available,Rabi,Medium,High Input,Maize,Wheat,61,Mustard,98
2,Loamy,5.6,Borewell,Available,Rabi,Low,Low Input,Rice,Maize,70,Mustard,98
1,Clay,7.5,Rainfed,Available,Rabi,High,Fertilizer Usage,Millet,Millet,60,Mustard,98
4,Loamy,6.6,Rainfed,Available,Rabi,High,Fertilizer Usage,Maize,Groundnut,82,Mustard,98
9,Clay,6.3,Canal,Limited,Kharif,Medium,Fertilizer Usage,Millet,Maize,84,Cotton,98
3,Clay,5.7,Borewell,Limited,Rabi,High,Low Input,Cotton,Millet,57,Basmati Rice,98
10,Clay,7.4,Canal,Limited,Summer,Low,Low Input,Cotton,Millet,63,Sunflower,98
1,Sandy,6.8,Canal,Limited,Kharif,High,Low Input,Cotton,Cotton,85,Millet,98
4,Sandy,5.7,Borewell,Limited,Rabi,Low,Low Input,Groundnut,Millet,72,Millet,98
4,Clay,5.7,Borewell,Available,Kharif,High,Fertilizer Usage,Millet,Wheat,66,Basmati Rice,98
3,Clay,7.5,Borewell,Limited,Rabi,Medium,Low Input,Wheat,Cotton,62,Mustard,98
8,Loamy,6.9,Borewell,Available,Kharif,Low,Fertilizer Usage,Groundnut,Rice,90,Groundnut,98
8,Loamy,6.2,Canal,Available,Summer,Low,Fertilizer Usage,Rice,Wheat,83,Sunflower,98
7,Sandy,7.2,Rainfed,Limited,Kharif,Low,High Input,Wheat,Groundnut,69,Millet,98
9,Sandy,6.8,Borewell,Limited,Rabi,Medium,High Input,Groundnut,Cotton,84,Millet,97
3,Clay,6.2,Rainfed,Available,Summer,High,Low Input,Rice,Groundnut,88,Green Gram (Moong),98
7,Sandy,6.6,Rainfed,Limited,Kharif,Medium,Fertilizer Usage,Millet,Groundnut,83,Millet,98
9,Clay,5.6,Canal,Available,Summer,Medium,Fertilizer Usage,Maize,Rice,58,Basmati Rice,98
5,Clay,7.3,Rainfed,Available,Summer,Low,Low Input,Wheat,Millet,66,Green Gram (Moong),98
1,Clay,7.0,Borewell,Limited,Summer,High,Fertilizer Usage,Maize,Rice,86,Cotton,98
5,Clay,7.0,Borewell,Available,Kharif,Low,Low Input,Cotton,Maize,90,Cotton,98
6,Sandy,5.5,Borewell,Limited,Rabi,Low,Low Input,Rice,Wheat,62,Millet,96
9,Loamy,6.7,Borewell,Limited,Summer,Low,High Input,Rice,Maize,85,Green Gram (Moong),98
2,Loamy,7.3,Rainfed,Limited,Rabi,High,Low Input,Wheat,Wheat,55,Mustard,98
6,Loamy,7.3,Rainfed,Limited,Summer,Medium,Low Input,Groundnut,Cotton,61,Green Gram (Moong),98
5,Sandy,6.4,Canal,Available,Rabi,Low,Low Input,Millet,Millet,84,Green Gram (Moong),98
6,Clay,6.2,Canal,Limited,Kharif,Low,Low Input,Wheat,Maize,82,Millet,98
5,Clay,6.7,Canal,Limited,Kharif,Low,Low Input,Wheat,Groundnut,87,Millet,98
5,Clay,6.0,Canal,Limited,Summer,Medium,Fertilizer Usage,Millet,Wheat,85,Sunflower,98
4,Clay,7.5,Rainfed,Limited,Kharif,Low,Fertilizer Usage,Millet,Wheat,60,Cotton,98
9,Clay,7.5,Rainfed,Available,Rabi,High,Fertilizer Usage,Cotton,Groundnut,66,Mustard,98
6,Sandy,6.6,Canal,Available,Kharif,Medium,High Input,Maize,Wheat,95,Millet,98
10,Clay,6.2,Rainfed,Available,Summer,High,High Input,Rice,Rice,80,Basmati Rice,98
5,Clay,5.7,Borewell,Available,Summer,Low,High Input,Groundnut,Maize,63,Basmati Rice,98
4,Clay,7.0,Canal,Limited,Rabi,High,Low Input,Rice,Millet,84,Mustard,98
3,Sandy,6.8,Borewell,Limited,Summer,High,Low Input,Millet,Wheat,93,Green Gram (Moong),98
2,Clay,5.7,Borewell,Available,Kharif,High,Fertilizer Usage,Groundnut,Groundnut,58,Basmati Rice,98
3,Sandy,6.4,Rainfed,Limited,Kharif,Medium,Fertilizer Usage,Maize,Millet,69,Millet,98
6,Sandy,6.5,Canal,Available,Rabi,Medium,High Input,Cotton,Wheat,74,Mustard,97
1,Sandy,6.7,Canal,Limited,Rabi,Medium,High Input,Cotton,Maize,78,Millet,98
2,Clay,6.3,Rainfed,Available,Rabi,Low,High Input,Groundnut,Groundnut,81,Mustard,98
8,Sandy,5.6,Canal,Available,Summer,Medium,Fertilizer Usage,Wheat,Wheat,50,Sunflower,98
3,Loamy,7.1,Borewell,Limited,Kharif,High,Fertilizer Usage,Wheat,Maize,73,Groundnut,98
10,Sandy,5.5,Borewell,Available,Rabi,Medium,Low Input,Cotton,Maize,68,Mustard,98
8,Loamy,6.5,Rainfed,Available,Rabi,Low,High Input,Rice,Groundnut,78,Sunflower,98
4,Loamy,7.0,Rainfed,Limited,Kharif,Low,Low Input,Cotton,Groundnut,95,Green Gram (Moong),98
7,Loamy,6.0,Canal,Limited,Summer,Low,Fertilizer Usage,Rice,Millet,85,Green Gram (Moong),98
9,Clay,5.6,Borewell,Available,Kharif,Low,Fertilizer Usage,Cotton,Millet,66,Basmati Rice,98
7,Loamy,6.3,Borewell,Available,Kharif,High,Low Input,Wheat,Groundnut,87,Green Gram (Moong),98
10,Loamy,7.3,Borewell,Limited,Rabi,High,High Input,Wheat,Cotton,66,Sunflower,98
1,Clay,7.1,Borewell,Limited,Rabi,High,Low Input,Rice,Wheat,68,Mustard,97
4,Loamy,6.7,Rainfed,Limited,Rabi,Medium,High Input,Wheat,Groundnut,80,Mustard,98
8,Loamy,6.7,Canal,Limited,Summer,Low,Low Input,Millet,Cotton,88,Green Gram (Moong),98
7,Loamy,6.4,Rainfed,Limited,Summer,Low,High Input,Rice,Millet,85,Green Gram (Moong),98
10,Clay,6.0,Canal,Limited,Summer,Medium,Fertilizer Usage,Groundnut,Cotton,85,Sunflower,98
7,Clay,6.0,Borewell,Limited,Summer,Low,Fertilizer Usage,Maize,Millet,88,Green Gram (Moong),95
8,Clay,7.2,Borewell,Available,Rabi,High,Fertilizer Usage,Rice,Cotton,59,Cotton,97
3,Sandy,6.3,Borewell,Limited,Summer,High,Low Input,Wheat,Cotton,91,Green Gram (Moong),98
7,Loamy,7.0,Rainfed,Available,Rabi,High,Fertilizer Usage,Millet,Wheat,94,Mustard,98
2,Clay,7.0,Borewell,Available,Kharif,High,Fertilizer Usage,Wheat,Maize,86,Basmati Rice,98
4,Clay,6.8,Borewell,Available,Summer,High,Fertilizer Usage,Maize,Wheat,85,Sunflower,98
2,Clay,6.9,Borewell,Available,Rabi,Medium,High Input,Maize,Millet,85,Mustard,98
4,Clay,5.6,Rainfed,Available,Rabi,Medium,High Input,Cotton,Millet,63,Sunflower,98
6,Clay,5.9,Canal,Available,Rabi,Medium,Low Input,Maize,Cotton,71,Mustard,98
2,Loamy,6.1,Rainfed,Limited,Summer,Medium,High Input,Groundnut,Groundnut,83,Sunflower,98
5,Clay,5.7,Canal,Limited,Rabi,Medium,High Input,Millet,Millet,57,Mustard,98
3,Loamy,6.4,Canal,Available,Rabi,Medium,High Input,Wheat,Wheat,91,Mustard,98
7,Clay,6.1,Borewell,Limited,Rabi,Medium,High Input,Rice,Wheat,74,Mustard,98
3,Clay,6.3,Canal,Available,Rabi,Low,Low Input,Maize,Cotton,88,Mustard,98
8,Loamy,6.8,Borewell,Available,Rabi,High,Low Input,Groundnut,Groundnut,94,Sunflower,98
9,Clay,6.2,Borewell,Available,Kharif,High,Fertilizer Usage,Cotton,Rice,88,Cotton,98
7,Clay,5.6,Borewell,Limited,Summer,Medium,High Input,Millet,Maize,58,Basmati Rice,94
5,Loamy,6.7,Borewell,Available,Summer,Medium,Low Input,Groundnut,Wheat,81,Groundnut,98
1,Clay,6.7,Borewell,Limited,Summer,Medium,Low Input,Maize,Groundnut,90,Green Gram (Moong),95
3,Loamy,6.9,Borewell,Available,Kharif,High,Fertilizer Usage,Wheat,Cotton,89,Cotton,98
9,Sandy,5.6,Canal,Available,Kharif,Medium,High Input,Millet,Groundnut,69,Groundnut,98
5,Loamy,6.0,Rainfed,Available,Rabi,Low,Fertilizer Usage,Maize,Maize,84,Mustard,98
8,Loamy,6.2,Canal,Available,Summer,Low,High Input,Maize,Maize,83,Sunflower,98
6,Loamy,6.4,Borewell,Limited,Kharif,Medium,Fertilizer Usage,Cotton,Millet,80,Groundnut,98
5,Clay,7.4,Canal,Available,Rabi,Low,Fertilizer Usage,Groundnut,Wheat,62,Cotton,97
8,Clay,7.4,Canal,Limited,Summer,Low,High Input,Millet,Cotton,59,Millet,98
1,Sandy,5.8,Borewell,Available,Summer,High,Low Input,Maize,Cotton,66,Sunflower,98
9,Clay,7.3,Rainfed,Available,Kharif,High,High Input,Cotton,Groundnut,66,Basmati Rice,98
2,Loamy,6.4,Borewell,Available,Summer,High,Fertilizer Usage,Groundnut,Cotton,93,Sunflower,98
10,Loamy,7.4,Rainfed,Available,Kharif,Medium,Fertilizer Usage,Millet,Cotton,56,Mustard,98
7,Sandy,6.6,Borewell,Limited,Kharif,High,Low Input,Rice,Groundnut,87,Millet,98
2,Sandy,7.1,Rainfed,Limited,Kharif,Low,Fertilizer Usage,Wheat,Rice,80,Green Gram (Moong),98
2,Clay,7.5,Canal,Limited,Kharif,High,Fertilizer Usage,Rice,Millet,61,Sunflower,98
3,Loamy,7.4,Rainfed,Available,Rabi,Low,High Input,Cotton,Wheat,65,Mustard,98
8,Sandy,5.9,Canal,Limited,Summer,Low,Low Input,Groundnut,Maize,62,Green Gram (Moong),98
5,Sandy,6.0,Borewell,Available,Kharif,Medium,Low Input,Cotton,Rice,90,Basmati Rice,98
3,Sandy,7.2,Rainfed,Limited,Rabi,High,High Input,Millet,Cotton,63,Millet,98
8,Sandy,6.1,Canal,Limited,Summer,Medium,Fertilizer Usage,Cotton,Millet,80,Sunflower,98
9,Loamy,5.5,Rainfed,Limited,Summer,Medium,Fertilizer Usage,Wheat,Wheat,66,Green Gram (Moong),98
6,Clay,7.0,Canal,Available,Rabi,Low,Fertilizer Usage,Maize,Maize,77,Sunflower,98
7,Clay,6.3,Borewell,Limited,Rabi,Low,Low Input,Wheat,Wheat,82,Mustard,98
10,Sandy,7.0,Canal,Available,Rabi,Low,Fertilizer Usage,Millet,Wheat,81,Groundnut,98
6,Sandy,5.9,Rainfed,Limited,Summer,Medium,High Input,Groundnut,Rice,57,Millet,98
5,Sandy,7.4,Borewell,Limited,Kharif,High,Low Input,Rice,Rice,66,Millet,98
7,Clay,7.0,Borewell,Limited,Kharif,High,Low Input,Wheat,Maize,85,Cotton,98
4,Loamy,5.6,Borewell,Available,Rabi,Medium,Fertilizer Usage,Groundnut,Maize,72,Mustard,98
8,Sandy,6.4,Rainfed,Limited,Rabi,High,High Input,Groundnut,Maize,93,Mustard,98
1,Loamy,6.2,Canal,Limited,Kharif,Medium,Low Input,Wheat,Groundnut,89,Green Gram (Moong),98
8,Sandy,5.9,Borewell,Available,Kharif,High,Low Input,Wheat,Maize,74,Groundnut,98
8,Loamy,6.1,Rainfed,Available,Rabi,Low,Fertilizer Usage,Rice,Maize,94,Sunflower,98
4,Clay,6.6,Rainfed,Available,Rabi,High,High Input,Rice,Millet,87,Basmati Rice,98
6,Loamy,6.1,Rainfed,Limited,Summer,Medium,Low Input,Wheat,Groundnut,81,Green Gram (Moong),98
4,Loamy,6.2,Rainfed,Limited,Kharif,High,Low Input,Maize,Cotton,81,Millet,98
7,Clay,6.2,Borewell,Limited,Summer,Medium,High Input,Millet,Rice,84,Sunflower,98
5,Loamy,5.7,Canal,Available,Kharif,High,High Input,Maize,Millet,58,Basmati Rice,98
9,Sandy,6.3,Canal,Available,Kharif,Medium,High Input,Millet,Rice,88,Groundnut,98
10,Loamy,5.7,Rainfed,Limited,Kharif,Low,Fertilizer Usage,Wheat,Groundnut,61,Groundnut,98
10,Clay,5.9,Rainfed,Available,Summer,Low,Fertilizer Usage,Millet,Groundnut,60,Basmati Rice,97
1,Sandy,7.3,Canal,Available,Summer,Medium,Low Input,Wheat,Cotton,57,Groundnut,98
5,Loamy,7.5,Borewell,Limited,Kharif,Low,High Input,Maize,Cotton,60,Groundnut,98
8,Loamy,6.6,Borewell,Limited,Kharif,High,Low Input,Rice,Groundnut,86,Cotton,98
4,Sandy,5.8,Borewell,Limited,Summer,Medium,Low Input,Cotton,Groundnut,74,Millet,98
7,Loamy,6.4,Canal,Available,Summer,High,Fertilizer Usage,Rice,Rice,94,Sunflower,98
4,Clay,5.9,Canal,Limited,Summer,High,High Input,Cotton,Millet,65,Sunflower,96
10,Loamy,6.2,Borewell,Available,Summer,High,High Input,Maize,Maize,73,Sunflower,98
2,Loamy,6.8,Borewell,Available,Kharif,Low,Low Input,Cotton,Cotton,85,Cotton,98
9,Sandy,5.6,Borewell,Limited,Rabi,Medium,Fertilizer Usage,Maize,Millet,61,Millet,98
5,Loamy,6.4,Borewell,Limited,Rabi,High,Low Input,Cotton,Maize,79,Mustard,98
2,Clay,6.7,Canal,Available,Rabi,Medium,Fertilizer Usage,Cotton,Maize,85,Cotton,98
5,Clay,6.0,Rainfed,Limited,Summer,Low,High Input,Rice,Groundnut,84,Green Gram (Moong),98
3,Clay,6.7,Borewell,Limited,Kharif,Low,Fertilizer Usage,Millet,Cotton,78,Basmati Rice,98
1,Clay,7.0,Canal,Available,Kharif,Low,Fertilizer Usage,Wheat,Cotton,89,Cotton,98
2,Loamy,7.2,Borewell,Limited,Summer,Medium,Fertilizer Usage,Cotton,Maize,59,Sunflower,98
3,Loamy,5.5,Rainfed,Limited,Kharif,Low,High Input,Rice,Millet,67,Basmati Rice,98
5,Loamy,6.4,Rainfed,Available,Summer,Low,High Input,Maize,Rice,84,Green Gram (Moong),98
9,Clay,6.8,Rainfed,Available,Kharif,Low,Fertilizer Usage,Groundnut,Maize,84,Groundnut,98
3,Loamy,7.4,Canal,Limited,Rabi,Low,High Input,Wheat,Groundnut,67,Mustard,98
5,Sandy,5.5,Rainfed,Available,Rabi,High,Fertilizer Usage,Cotton,Maize,74,Sunflower,98
4,Clay,6.5,Borewell,Available,Summer,Low,High Input,Wheat,Groundnut,91,Basmati Rice,98
6,Clay,6.3,Rainfed,Available,Rabi,Low,High Input,Millet,Wheat,87,Mustard,98
4,Sandy,7.0,Borewell,Available,Summer,Medium,Fertilizer Usage,Maize,Rice,90,Green Gram (Moong),98
7,Loamy,5.5,Rainfed,Limited,Rabi,High,Fertilizer Usage,Cotton,Groundnut,61,Mustard,98
2,Clay,6.9,Borewell,Limited,Summer,High,Low Input,Cotton,Cotton,84,Green Gram (Moong),98
8,Clay,5.5,Canal,Available,Kharif,Medium,Low Input,Rice,Millet,64,Millet,98
9,Loamy,6.1,Borewell,Limited,Kharif,Low,Fertilizer Usage,Groundnut,Maize,84,Green Gram (Moong),98
8,Loamy,5.8,Rainfed,Available,Kharif,Low,Fertilizer Usage,Rice,Rice,58,Groundnut,98
7,Clay,7.2,Borewell,Available,Summer,High,Low Input,Groundnut,Millet,56,Sunflower,97
3,Clay,7.2,Canal,Available,Summer,Low,Fertilizer Usage,Millet,Cotton,70,Sunflower,98
1,Loamy,7.1,Canal,Limited,Kharif,Medium,Fertilizer Usage,Wheat,Wheat,76,Groundnut,98
1,Sandy,7.1,Canal,Available,Summer,Medium,Fertilizer Usage,Wheat,Millet,62,Sunflower,98
3,Clay,7.2,Borewell,Available,Rabi,High,Fertilizer Usage,Maize,Groundnut,65,Sunflower,98
7,Sandy,6.6,Rainfed,Limited,Summer,Medium,Low Input,Wheat,Groundnut,81,Millet,98
1,Clay,6.8,Borewell,Available,Summer,Low,Low Input,Cotton,Rice,84,Green Gram (Moong),98
2,Clay,6.3,Borewell,Limited,Summer,High,High Input,Rice,Cotton,64,Sunflower,98
8,Sandy,6.6,Rainfed,Available,Summer,High,Fertilizer Usage,Groundnut,Millet,83,Groundnut,98
10,Sandy,6.2,Borewell,Available,Summer,Low,Low Input,Groundnut,Maize,82,Green Gram (Moong),98
8,Loamy,6.1,Canal,Available,Kharif,High,Low Input,Maize,Cotton,92,Basmati Rice,98
7,Sandy,5.8,Borewell,Available,Summer,Medium,Low Input,Millet,Groundnut,65,Millet,98
1,Clay,6.6,Canal,Available,Kharif,Medium,Low Input,Maize,Rice,81,Cotton,98
5,Sandy,6.3,Canal,Available,Rabi,Low,Fertilizer Usage,Maize,Groundnut,98,Sunflower,98
8,Clay,7.2,Borewell,Limited,Summer,Medium,Fertilizer Usage,Groundnut,Cotton,75,Cotton,98
5,Loamy,5.7,Canal,Limited,Kharif,Medium,Low Input,Wheat,Maize,68,Groundnut,98
9,Loamy,6.9,Rainfed,Limited,Kharif,High,High Input,Wheat,Rice,89,Green Gram (Moong),98
9,Sandy,5.6,Canal,Limited,Rabi,High,Low Input,Rice,Cotton,76,Millet,98
6,Clay,5.8,Borewell,Limited,Rabi,Low,Fertilizer Usage,Maize,Cotton,71,Mustard,98
5,Sandy,7.1,Rainfed,Available,Kharif,High,Low Input,Groundnut,Groundnut,65,Millet,98
2,Clay,5.9,Rainfed,Limited,Rabi,Low,Low Input,Cotton,Rice,64,Mustard,97
3,Loamy,7.4,Canal,Available,Kharif,High,Low Input,Wheat,Groundnut,65,Cotton,98
10,Loamy,6.0,Canal,Available,Kharif,Low,High Input,Wheat,Maize,84,Basmati Rice,98
4,Loamy,6.9,Rainfed,Available,Summer,Medium,Fertilizer Usage,Groundnut,Millet,66,Green Gram (Moong),98
9,Sandy,7.3,Borewell,Limited,Summer,High,Fertilizer Usage,Groundnut,Rice,69,Millet,98
1,Clay,7.0,Canal,Limited,Summer,High,High Input,Wheat,Wheat,89,Cotton,98
7,Clay,5.9,Borewell,Limited,Rabi,Medium,High Input,Millet,Cotton,63,Sunflower,98
1,Clay,7.5,Borewell,Limited,Rabi,Low,Fertilizer Usage,Rice,Millet,64,Mustard,98
1,Clay,7.1,Canal,Available,Summer,Low,Fertilizer Usage,Maize,Rice,69,Cotton,98
10,Loamy,7.4,Borewell,Available,Rabi,Low,Low Input,Rice,Millet,64,Millet,98
3,Sandy,6.0,Borewell,Limited,Rabi,Medium,High Input,Groundnut,Millet,73,Sunflower,98
2,Clay,7.0,Canal,Limited,Rabi,Medium,Fertilizer Usage,Wheat,Rice,84,Mustard,98
6,Loamy,6.3,Rainfed,Limited,Rabi,Low,High Input,Rice,Rice,83,Mustard,98
3,Clay,5.6,Rainfed,Limited,Rabi,Medium,High Input,Millet,Maize,54,Mustard,95
4,Loamy,7.4,Borewell,Limited,Kharif,Medium,Fertilizer Usage,Wheat,Millet,72,Cotton,98
10,Loamy,5.9,Rainfed,Available,Summer,High,Low Input,Wheat,Maize,64,Green Gram (Moong),98
2,Loamy,5.6,Borewell,Available,Kharif,Low,High Input,Cotton,Wheat,58,Basmati Rice,98
1,Sandy,7.2,Rainfed,Available,Kharif,Medium,Low Input,Wheat,Cotton,70,Millet,98
5,Loamy,7.1,Rainfed,Limited,Summer,High,Low Input,Groundnut,Wheat,58,Green Gram (Moong),98
10,Sandy,7.4,Canal,Available,Kharif,High,High Input,Wheat,Cotton,60,Millet,98
1,Sandy,5.8,Borewell,Available,Rabi,High,Low Input,Maize,Groundnut,63,Millet,98
10,Clay,5.7,Borewell,Available,Rabi,High,High Input,Groundnut,Groundnut,67,Basmati Rice,98
8,Sandy,5.6,Canal,Limited,Kharif,Low,Low Input,Wheat,Wheat,66,Millet,98
5,Loamy,7.1,Borewell,Limited,Summer,Medium,Low Input,Rice,Groundnut,74,Mustard,98
3,Sandy,5.6,Borewell,Available,Summer,High,Fertilizer Usage,Wheat,Wheat,64,Sunflower,98
3,Clay,7.0,Borewell,Available,Kharif,High,Fertilizer Usage,Groundnut,Groundnut,89,Cotton,98
10,Loamy,5.8,Borewell,Limited,Kharif,High,Low Input,Rice,Millet,65,Millet,98
7,Loamy,7.4,Borewell,Limited,Summer,Medium,Low Input,Groundnut,Maize,67,Green Gram (Moong),98
5,Sandy,5.8,Canal,Limited,Summer,Medium,Low Input,Rice,Groundnut,69,Millet,98
7,Loamy,7.0,Canal,Available,Rabi,Low,Fertilizer Usage,Rice,Maize,94,Mustard,98
8,Clay,5.8,Rainfed,Available,Kharif,Medium,Fertilizer Usage,Groundnut,Millet,67,Green Gram (Moong),98
4,Clay,5.6,Borewell,Limited,Rabi,Low,Low Input,Maize,Rice,74,Mustard,98
9,Clay,7.2,Canal,Limited,Kharif,Medium,High Input,Millet,Cotton,65,Cotton,98
7,Loamy,6.2,Rainfed,Available,Rabi,High,High Input,Cotton,Rice,89,Mustard,98
1,Loamy,6.2,Canal,Available,Summer,Medium,Low Input,Maize,Wheat,76,Sunflower,98
1,Clay,5.9,Borewell,Limited,Kharif,High,High Input,Groundnut,Millet,66,Basmati Rice,98
6,Sandy,5.9,Rainfed,Available,Rabi,High,Low Input,Maize,Wheat,66,Mustard,98
7,Clay,6.4,Borewell,Available,Rabi,Medium,High Input,Rice,Wheat,79,Sunflower,98
10,Sandy,6.9,Canal,Available,Rabi,Medium,Fertilizer Usage,Rice,Millet,82,Sunflower,98
4,Clay,6.8,Rainfed,Limited,Rabi,Low,High Input,Wheat,Rice,86,Mustard,98
10,Sandy,5.7,Canal,Available,Rabi,Low,Fertilizer Usage,Wheat,Millet,59,Groundnut,98
9,Sandy,6.6,Rainfed,Available,Kharif,Medium,Fertilizer Usage,Maize,Rice,91,Millet,98
2,Loamy,6.1,Rainfed,Limited,Rabi,Low,Fertilizer Usage,Rice,Rice,71,Mustard,98
7,Loamy,6.8,Canal,Available,Rabi,Medium,Low Input,Wheat,Millet,95,Mustard,98
4,Sandy,6.4,Borewell,Available,Summer,Low,High Input,Groundnut,Groundnut,91,Green Gram (Moong),98
4,Loamy,6.4,Canal,Available,Summer,Low,High Input,Millet,Cotton,85,Sunflower,98
4,Clay,6.7,Rainfed,Limited,Kharif,High,Fertilizer Usage,Rice,Millet,86,Cotton,98
9,Clay,5.7,Rainfed,Available,Summer,High,Fertilizer Usage,Rice,Rice,66,Mustard,96
4,Sandy,6.3,Canal,Limited,Kharif,High,Fertilizer Usage,Wheat,Maize,93,Groundnut,98
2,Sandy,7.0,Canal,Limited,Kharif,Medium,Fertilizer Usage,Maize,Groundnut,85,Groundnut,98
7,Clay,6.2,Rainfed,Limited,Rabi,Low,High Input,Cotton,Groundnut,85,Mustard,98
6,Sandy,6.8,Canal,Limited,Summer,Medium,Fertilizer Usage,Maize,Rice,95,Green Gram (Moong),98
10,Sandy,6.8,Rainfed,Limited,Rabi,Low,Fertilizer Usage,Millet,Wheat,90,Mustard,98
5,Loamy,6.6,Rainfed,Limited,Summer,High,Fertilizer Usage,Maize,Wheat,81,Sunflower,98
7,Clay,7.3,Borewell,Limited,Summer,High,Low Input,Millet,Groundnut,59,Sunflower,98
9,Sandy,6.2,Canal,Available,Kharif,Medium,Low Input,Rice,Cotton,84,Groundnut,98
4,Loamy,6.1,Borewell,Limited,Kharif,Low,High Input,Cotton,Cotton,86,Millet,98
5,Clay,6.9,Canal,Limited,Kharif,Medium,Fertilizer Usage,Maize,Maize,79,Cotton,98
8,Clay,5.7,Canal,Limited,Rabi,High,Low Input,Groundnut,Wheat,75,Mustard,98
2,Clay,7.3,Rainfed,Available,Kharif,High,Fertilizer Usage,Cotton,Wheat,63,Millet,98
3,Sandy,6.2,Rainfed,Limited,Rabi,Medium,Low Input,Rice,Wheat,83,Millet,98
2,Sandy,6.5,Canal,Available,Summer,High,Fertilizer Usage,Cotton,Maize,84,Sunflower,98
6,Loamy,5.7,Borewell,Limited,Summer,Medium,High Input,Millet,Maize,65,Sunflower,98
2,Sandy,6.3,Rainfed,Available,Summer,Medium,Low Input,Maize,Wheat,82,Millet,98
9,Loamy,5.9,Rainfed,Limited,Summer,Medium,High Input,Wheat,Cotton,74,Green Gram (Moong),98
2,Clay,6.6,Canal,Available,Rabi,High,High Input,Groundnut,Wheat,83,Basmati Rice,96
9,Clay,5.7,Canal,Available,Rabi,Low,Fertilizer Usage,Rice,Cotton,64,Mustard,98
6,Clay,6.5,Borewell,Available,Rabi,Medium,High Input,Maize,Wheat,86,Mustard,98
10,Clay,6.2,Canal,Limited,Rabi,Medium,High Input,Groundnut,Maize,82,Cotton,98
6,Clay,6.2,Borewell,Limited,Summer,Medium,Low Input,Cotton,Groundnut,82,Green Gram (Moong),98
